0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.000003071756812845e-08 1.241952694773431887e+01 1.423793134543012984e-01 -6.452734703386098225e-01 -1.000000085108846842e-08 1.004110227775642805e+01 -6.596832222183537375e-01 -1.519215322682265779e-01 -1.000000487749730429e-08 7.670631416896600108e+00 -1.605880046225968416e-01 -4.885313389580865362e-01 -9.999998316819377391e-09 3.311142520382923227e+00 6.366622093247920056e-01 1.111211441614625706e-01 -1.000000049581710021e-08 2.758664066799313641e+00 5.530916549364385537e-02 -7.677346207393953570e-01 -9.999999820801501439e-09 3.085363853450858507e+00 -1.397507333460825396e-01 -4.531487953239183852e-01 -1.000000061424088906e-08 3.215841877207942012e+00 5.364350131293436214e-02 1.776575602579950619e-01 -1.000000008133383758e-08 3.119437882771834758e+00 1.692161130265888366e-02 -1.202330192388922470e+00 -1.000000016867138161e-08 1.426285649220125240e+00 -9.101989728821910375e-02 -6.856710561684287164e-01 -9.999999631323438944e-09 1.634592725878226904e+00 -7.824574390178754002e-02 -6.697365789911828848e-01 -1.000000011834127118e-08 1.084855729932293400e+00 -4.427222776124924430e-01 5.774670896459133118e-02 -1.000000017015167921e-08 1.265435451981778536e+00 7.405151138661557331e-02 -4.550114746761844131e-01
-9.999988022018143046e-09 2.083096620954577460e+01 -3.578122458706810560e-01 -7.504199083858340558e-01 -1.000000004658751707e-08 5.074462980608998919e+00 -2.016163019599656603e-01 3.103572280139488271e-01 -1.000000883076968912e-08 2.284755680366376218e+00 -1.819385934164793883e-01 -9.712299822845382735e-02 -1.000000106164856721e-08 3.154841645211521772e+00 3.595840468776911186e-02 -8.760437576582367214e-01 -9.999999695220229588e-09 2.455185768281074488e+00 2.105430014161786267e-01 -5.154662471049369366e-01 -9.999999104727983978e-09 2.322146627579538603e+00 -3.167776059425922996e-01 -7.573872072383527332e-01 -9.999998450794421494e-09 1.615182369762702130e+00 1.914783534292786027e-01 -2.140489810393386705e-02 -9.999999587858002813e-09 2.244794588231955768e+00 6.427675436767178452e-01 4.825003336690003586e-01 -9.999999309692234042e-09 1.062518700011108042e+00 -6.350542449425453650e-01 1.044480520090899311e+00 -1.000000061267925644e-08 1.106190845584222870e+00 -4.771027527051883710e-01 5.772373744293530784e-01 -1.000000000998675854e-08 7.465931335331358332e-01 -4.257681405173263656e-02 -4.325927401863554067e-01 -9.999999909944683139e-09 1.152579754732923956e+00 1.217720330775542417e-03 -5.786854618004113604e-01
-9.999993175405016681e-09 1.145762929349327841e+01 -2.746902863969264974e-01 -5.167588043259647712e-01 -1.000000053459763682e-08 1.322855188499105772e+01 -8.721928021365822348e-01 -8.058033993285551588e-02 -1.000001207115689109e-08 7.272160866330020568e+00 -4.778541913226044269e-01 -5.812797537196461306e-01 -9.999999207210109837e-09 4.523869461199233832e+00 2.360983461429445318e-01 -2.037565489182955325e-01 -1.000000079812310284e-08 3.432031093744476458e+00 2.864364022402023369e-01 -8.815552394558725524e-01 -1.000000372618382631e-08 2.157469384850155603e+00 3.240705616882738616e-01 4.863071893965860149e-01 -9.999999744021242060e-09 2.065581376560289062e+00 -4.201395857272702816e-01 1.995149989477549290e-01 -9.999999919704884971e-09 2.366299936950405414e+00 3.665946964767158867e-01 1.396305367981232060e-01 -9.999999736701090685e-09 1.949790414972581098e+00 1.384718430876929751e-01 5.055763578389438351e-01 -1.000000003682731523e-08 1.494129002202466916e+00 -3.446104154469294412e-01 -5.909423698768589972e-01 -9.999999900184481306e-09 1.396269030593453531e+00 -6.545741114050542819e-01 -1.983261374185518733e-01 -9.999999797702355447e-09 1.349529922479165034e+00 1.715425907123132865e-01 -5.321640077488991594e-01
-1.000000131743318276e-08 1.222443060645793800e+01 -5.752419866352814770e-01 -8.218430830488987482e-01 -1.000000009235950001e-08 5.935612495048657067e+00 4.174249444670084519e-01 -6.853357030860371957e-01 -9.999993921050825029e-09 2.903396754675462432e+00 -1.123565830720747227e+00 1.678346175712156274e+00 -1.000000011532963230e-08 2.901796904578604508e+00 3.671338784642106945e-01 -4.519676297006154364e-01 -1.000000052113528889e-08 2.323861730216028043e+00 7.248917896133029171e-01 1.679789632706726543e+00 -9.999998254748976724e-09 2.061090374818215665e+00 -6.360277194373026299e-01 5.287383324853953681e-01 -9.999999234807922258e-09 1.759513660180733297e+00 -5.788888269520849894e-01 8.024550419178844152e-02 -1.000000001579239515e-08 1.880016201488520666e+00 -1.379507433637820746e-01 -4.824493792258994773e-01 -9.999999740150817651e-09 1.036307793551022982e+00 8.744080031181021562e-02 2.343218792370036496e-01 -9.999999969852132235e-09 7.086363556560171251e-01 6.516486644607475398e-01 3.048039637631170251e-01 -9.999999977508843549e-09 8.684810455881083469e-01 -3.558096958463003584e-02 -6.893297538086819998e-01 -1.000000012298634196e-08 1.369627456516924413e+00 9.185183245018898601e-01 4.923909544595606036e-02
-1.000000875268807116e-08 1.813743064498383362e+01 -2.243592214975476951e-01 1.120154621150287966e+00 -9.999999204770059379e-09 9.304566082717741438e+00 -1.336239887662007186e+00 1.447255076016536357e+00 -1.000000002462706129e-08 5.283114335081134705e+00 4.830453243421040099e-01 1.097128053724812702e+00 -1.000000133981433598e-08 2.611600940038129259e+00 5.115611836972442372e-01 2.556019798516146579e+00 -1.000000225361328714e-08 2.532668300635134262e+00 -9.269268645265246742e-02 8.257278756911614614e-01 -9.999997735859595902e-09 2.846240171358201287e+00 3.833567158407483744e-01 6.670283071875573455e-01 -9.999999433219796757e-09 1.623148362756439589e+00 5.291494542087338271e-01 1.196666586371178731e+00 -1.000000315033188510e-08 2.779847255453349320e+00 1.460549113826117962e+00 1.637657441467395891e+00 -1.000000007586812422e-08 1.337776178923255843e+00 -1.631216600221528923e-01 2.737600176968357779e-01 -1.000000027229219768e-08 1.062324954686956424e+00 3.918455261896073849e-01 6.271157581139243931e-01 -1.000000004384246030e-08 1.066325340604410643e+00 -1.415283080629383683e-01 1.475635908675340779e+00 -9.999999864498740047e-09 7.804976637781694260e-01 9.516017764091744269e-01 1.344096595609358680e+00
-1.000000332053611654e-08 1.729694901153229125e+01 -7.874119438506602675e-01 -4.638772866247871107e-01 -1.000000145068681122e-08 4.103478328918050977e+00 2.198944838743049635e-01 -9.312652356154926814e-01 -1.000000388149090715e-08 4.916737982136784701e+00 2.841668398288674235e-01 -5.770476772827581868e-01 -9.999999674329971815e-09 4.148181463135578007e+00 3.696303150546382255e-01 -5.276941825471244130e-01 -1.000000057809046917e-08 2.891806883855556176e+00 -3.766435745834318533e-02 -1.048807338036384262e+00 -9.999999580837507542e-09 2.055031169092901511e+00 6.544627435419052564e-01 1.138097079863125138e-01 -9.999999767822437744e-09 1.433907079622003478e+00 -2.809012690729801309e-01 -3.931734803188553506e-01 -9.999999861314902017e-09 2.270892809357472952e+00 -3.399183104361701013e-01 5.995102104828831102e-02 -9.999999814568670708e-09 1.693127603585636409e+00 -6.711179586589689494e-01 8.049866898804629578e-01 -1.000000028982203421e-08 1.215295551595667822e+00 -3.121303953613076554e-01 -8.179861174593168194e-01 -9.999999861314902017e-09 1.140999474803704894e+00 -7.276621720159069662e-02 -4.893695617143709597e-01 -9.999999744449321261e-09 9.458681364436934969e-01 -2.780305267627380950e-01 -1.524860032568802204e-01
-1.000000488764791386e-08 2.045629009298362178e+01 -1.680991478023573238e-01 -9.929368165574721239e-01 -9.999999761589607012e-09 4.320785660420682461e+00 8.527528434984123218e-02 -6.929515731929729583e-01 -1.000000189321781297e-08 3.075967002860703126e+00 5.080284085703513641e-01 -2.475581608736456829e-01 -9.999999583953922080e-09 2.257574346269256349e+00 -1.325998545888215085e+00 9.963349366999154633e-01 -9.999999025670344172e-09 1.252789541799699480e+00 -4.653369965769458827e-01 -6.684648661274583681e-01 -9.999999330188659545e-09 1.818308444395932311e+00 -6.751334892323799242e-01 9.588158895375658020e-01 -9.999999723524816557e-09 1.326510715905769189e+00 -2.557928543765956020e-01 -3.657895638832702190e-01 -9.999999888472237453e-09 1.336034480198148522e+00 3.533407769417972744e-01 -1.177448918221939422e-01 -1.000000016126989522e-08 8.043784720974319624e-01 5.129380805112522257e-01 -9.748704083928338981e-01 -1.000000012954923761e-08 1.028598018628605670e+00 -6.082984910214499497e-01 5.589938705603194613e-01 -9.999999961429751114e-09 6.682995213347033836e-01 1.067455463768752111e+00 1.469373840159913236e+00 -9.999999993150408724e-09 4.503355463318251539e-01 2.047426400782842160e-01 -6.385577245535980495e-01
-1.000001377507133859e-08 1.378826196547408145e+01 -6.219458751603154090e-01 -8.584524753157665167e-01 -9.999996662833786582e-09 1.287180671874934745e+01 -1.143266921403274683e+00 5.503861134688041723e-01 -1.000000368931195106e-08 5.242724161874087407e+00 6.432285746721176922e-01 -4.986041303647184009e-01 -9.999999682640413893e-09 2.048738031670884752e+00 2.516324780959129925e-01 8.986332052056495989e-01 -9.999995468727244577e-09 1.685500113385888010e+00 8.410698426573852415e-02 -1.308202364778678906e-01 -9.999995675968875068e-09 1.668265171727287166e+00 -9.619114726844666396e-01 3.261179400951674801e-01 -1.000000019581016669e-08 2.519376667305985862e+00 8.383629545786741577e-01 7.500093865392019055e-01 -9.999998537877117795e-09 1.427904656107648051e+00 -1.999106585642172196e-01 -3.880235789957549031e-01 -9.999999875695862137e-09 1.096857324421957491e+00 -2.175440476755516328e-01 -1.021339124242599539e-01 -9.999999751720956839e-09 9.665597736762926440e-01 3.092531841427973438e-01 -7.757044997967144084e-02 -1.000000000830583324e-08 9.714569743253776979e-01 1.665010145708491207e-01 5.602226882989529422e-01 -1.000000015633557096e-08 8.077481886754681595e-01 8.072155749944257552e-01 1.197560456856660238e+00
-1.000002128722802070e-08 2.232308216101348819e+01 -3.584582152427998047e-01 -1.215838514645079638e+00 -9.999999947155454280e-09 6.430826487422103277e+00 -3.027314571369627005e-01 -9.133504886311341053e-01 -1.000000423737442872e-08 3.034072260681792255e+00 3.655215973801829166e-01 5.858965152775414964e-01 -1.000000046261614499e-08 3.096577153981010966e+00 -1.236636704660280528e-01 -4.038502994347492603e-03 -9.999998147008121258e-09 2.205172757526578042e+00 4.927043414496341117e-02 -9.856929627326893595e-02 -1.000000109702930216e-08 1.794472130593532722e+00 3.269065447114199302e-02 -5.296591547540829836e-02 -1.000000127149291984e-08 1.452115269202040482e+00 -4.206843745754687558e-01 2.234717852745209399e-01 -1.000000038331450014e-08 2.719305727117444782e+00 1.221691962665740316e+00 8.374597298575725546e-01 -9.999999665634616129e-09 1.262396518263829037e+00 -5.808743803175808740e-01 -1.840234560321318824e-01 -9.999999296881969137e-09 1.059699858179489418e+00 3.173531037437653940e-02 -3.042722239142330309e-01 -9.999999986806277533e-09 9.410151398776672726e-01 2.308497363064681562e-01 1.581145382032354441e+00 -1.000000000663168751e-08 1.278894652847456515e+00 4.151020998210911417e-01 -8.346770299485073430e-01
